,text,term,polarity
2658,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,-1
2659,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",main entree,0
2660,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,0
2661,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",chef,1
2662,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,1
2663,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",dish,-1
2664,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,-1
2665,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,food,-1
2666,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,0
2667,"After we got our sashimi order, I could not believe how small the portions were!",sashimi,0
2668,"After we got our sashimi order, I could not believe how small the portions were!",portions,-1
2669,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,0
2670,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,-1
2671,Nothing better than buying a snapple for $3.25 too.,snapple,1
2672,"When family came in he gave them apps to test their palets, and then ordered for them.",apps,0
2673,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",Service,1
2674,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",decor,1
2675,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,-1
2676,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,0
2677,The service was excellent and the food was delicious.,service,1
2678,The service was excellent and the food was delicious.,food,1
2679,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,scene,-1
2680,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,-1
2681,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,0
2682,Right off the major deegan you get ladies from all over the city.,ladies,1
2683,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,-1
2685,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,1
2686,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,-1
2687,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,fillings,0
2688,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,1
2689,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",lunch,1
2690,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,1
2691,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",pre-theatre or after-theatre drinks,1
2692,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,1
2693,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,-1
2694,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,-1
2695,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,-1
2696,Had a late night dinner on a Saturday night.,dinner,0
2697,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,1
2698,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,1
2699,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,1
2700,Their sake martini is wonderful.,sake martini,1
2701,"Well, this place is so Ghetto its not even funny.",place,-1
2702,Once they ran out of Gnochi and made it for me from scratch!,Gnochi,0
2703,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,1
2704,"Found service above average, but that could be because we were 13 of us.",service,1
2705,"Bagels are ok, but be sure not to make any special requests!",Bagels,0
2706,fine dining restaurant quality.,quality,1
2707,Overall a disappointing experience for that price category.,price,-1
2708,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,0
2709,The food was exceptional.,food,1
2710,A Thai restaurant out of rice during dinner?,rice,0
2711,A Thai restaurant out of rice during dinner?,dinner,0
2712,The portions are small but being that the food was so good makes up for that.,portions,-1
2713,The portions are small but being that the food was so good makes up for that.,food,1
2714,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,1
2715,"Sure, the setting is nice.",setting,1
2716,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,1
2717,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,1
2719,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,0
2720,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,0
2721,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,0
2722,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,0
2723,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,1
2724,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,1
2725,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,-1
2726,Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,1
2727,Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,1
2728,Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,1
2729,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,1
2730,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,0
2731,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,0
2732,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,0
2734,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,-1
2735,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,-1
2736,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,-1
2737,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,-1
2738,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,-1
2739,I recommend this place to everyone who asks me where to go for a good meal.,meal,1
2740,The waitresses are nice--also you can just get counter service sit.,waitresses,1
2741,The waitresses are nice--also you can just get counter service sit.,counter service,1
2742,The only friendly staff member was the guy at the bar.,staff member,1
2743,The only friendly staff member was the guy at the bar.,bar,0
2744,The only friendly staff member was the guy at the bar.,guy,1
2745,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,1
2746,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,1
2747,Won't or Can't is not in the service directory.,service,1
2748,I cannot imagine a friendlier staff working in a restaurant.,staff,1
2749,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,1
2750,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,-1
2751,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",pad thai,-1
2752,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",rice,-1
2753,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,-1
2754,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,1
2755,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,1
2756,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,1
2757,"Saul is pretty good, but definitely not great.",Saul,0
2758,"I would recommend Roxy's for that, but not for their food.",food,-1
2759,We always get a sampling of appetizers and share.,appetizers,0
2760,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Price,1
2761,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Quality,1
2762,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",table,-1
2763,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,1
2764,Their pad penang is delicious and everything else is fantastic.,pad penang,1
2765,"The puke green walls leave a lot to be desired, but the food is very good.",food,1
2766,"The puke green walls leave a lot to be desired, but the food is very good.",walls,-1
2767,"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,1
2768,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,-1
2769,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,-1
2770,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,-1
2771,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,1
2772,big and soft as well as good lunch food.,lunch food,1
2773,"No food snobs allowed, this place is for people who appreciate good food.",food,0
2774,"No food snobs allowed, this place is for people who appreciate good food.",food,1
2775,I liked the food at this quasi-thai restaurant.,food,1
2776,I liked the food at this quasi-thai restaurant.,quasi-thai,1
2777,By far the best salad I have had in a fast food restaurant.,salad,1
2778,By far the best salad I have had in a fast food restaurant.,fast food,0
2779,"As for the bar, this is another bad idea.",bar,-1
2781,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,0
2782,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,1
2783,The barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,1
2784,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,0
2785,What generous portions!,portions,1
2786,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,0
2787,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,0
2788,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,0
2789,The wine the service was very good too.,wine,1
2790,The wine the service was very good too.,service,1
2791,"So, the menu is written in chalk above your head and it all sounds delicious.",menu,0
2792,The highly spiced chai tea was great too.,chai tea,1
2793,"I have been there many times, and food is good and consistent.",food,1
2794,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,1
2795,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,-1
2796,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,1
2797,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,1
2798,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,1
2799,The meat dishes were only so-so.,meat dishes,0
2800,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,1
2801,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,1
2802,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,1
2803,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,1
2804,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,-1
2805,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,-1
2806,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,1
2807,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,1
2808,The staff there is very attentive and down to earth.,staff,1
2809,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,-1
2810,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,1
2811,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,1
2812,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,-1
2813,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,-1
2814,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,1
2815,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,1
2816,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,1
2817,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,0
2818,It took them 15 minutes to put water in our glasses.,water,0
2819,The service is descent even when this small place is packed.,service,1
2820,The service is descent even when this small place is packed.,place,-1
2821,This is the best sushi in new york city - hands down.,sushi,1
2822,I have eaten a lot of pizza here.,pizza,0
2823,Great value for the quality ingredients.,ingredients,1
2824,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,-1
2825,The sushi is also great!,sushi,1
2826,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,1
2827,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,1
2828,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,1
2829,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,0
2830,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,1
2831,Truly the mark of an attentive waiter.,waiter,1
2832,"The food here is rather good, but only if you like to wait for it.",food,1
2833,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,1
2834,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,1
2835,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,1
2836,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,0
2837,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,0
2838,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,0
2839,The makhani was OK --the korma was bland.,makhani,0
2840,The makhani was OK --the korma was bland.,korma,-1
2841,The food is inventive but still keeps traditional indian flavoring.,food,1
2843,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,1
2844,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,1
2845,This is a cute place and could be good but they need to get their act together.,place,1
2846,The lox is always fresh too.,lox,1
2847,Service was very friendly.,Service,1
2848,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,1
2849,Food was OK - fish was cooked well.,Food,0
2850,Food was OK - fish was cooked well.,fish,1
2851,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,1
2852,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,1
2853,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,1
2854,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,-1
2856,The staff offers impeccable service.,staff,1
2857,The staff offers impeccable service.,service,1
2858,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),1
2859,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,1
2860,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,-1
2861,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,-1
2862,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,-1
2863,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,-1
2864,"The place is sleek, modern and playfull and i will return again frequently.",place,1
2865,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,1
2866,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,1
2867,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,1
2868,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,1
2869,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,1
2870,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,-1
2871,And the bill was outragous.,bill,-1
2873,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,1
2874,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,1
2875,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,1
2876,"Kind, attentive wait staff.",wait staff,1
2877,Salads were fantastic.,Salads,1
2878,The owners and employees are friendly and their pizza is fantastic.,owners,1
2879,The owners and employees are friendly and their pizza is fantastic.,employees,1
2880,The owners and employees are friendly and their pizza is fantastic.,pizza,1
2881,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,1
2882,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,1
2883,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,1
2884,The food is authentic Italian - delicious!,food,1
2885,skip dessert.,dessert,-1
2886,I complete the total bagel experience by having it lightly toasted.,bagel,1
2887,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,-1
2888,The service is good and ambience is good for a date or group outing.,service,1
2889,The service is good and ambience is good for a date or group outing.,ambience,1
2890,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,0
2891,It's all about the food !!,food,1
2892,Fast service.,service,1
2893,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,1
2894,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,0
2895,"stick with the chicken, beef, and lamb dishes.",chicken,1
2896,"stick with the chicken, beef, and lamb dishes.",beef,1
2897,"stick with the chicken, beef, and lamb dishes.",lamb dishes,1
2898,"The service was bad, the food took to forever to come, we sat on the upper level.",service,-1
2899,"The service was bad, the food took to forever to come, we sat on the upper level.",food,-1
2900,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,1
2901,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,1
2902,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,1
2903,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,0
2905,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,1
2906,"Bottom line: B+ for the food, F for the service.",food,1
2907,"Bottom line: B+ for the food, F for the service.",service,-1
2908,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,1
2909,"Stick to dimsum, not super overpriced noodles.",noodles,0
2910,"Stick to dimsum, not super overpriced noodles.",dimsum,1
2911,The service is fine and they allow you to enjoy the view.,service,1
2912,The service is fine and they allow you to enjoy the view.,view,1
2913,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,-1
2914,delicious simple food in nice outdoor atmosphere.,food,1
2915,delicious simple food in nice outdoor atmosphere.,atmosphere,1
2917,The only fallback on this restaurant is the prices.,prices,-1
2918,I've been to Naples 45 for dinner twice.,dinner,0
2919,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,-1
2920,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,-1
2921,Try sushimi cucumber roll.,sushimi cucumber roll,1
2922,The food is delicious.,food,1
2923,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,1
2924,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,0
2925,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,1
2926,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,1
2927,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,1
2928,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,-1
2929,"believe us, we've been eating sushi for over 15 yrs.",sushi,0
2930,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,1
2931,"The food is outstanding and the service is quick, friendly and very professional.",food,1
2932,"The food is outstanding and the service is quick, friendly and very professional.",service,1
2933,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,1
2934,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,0
2935,Service is fast and friendly.,Service,1
2936,from an English speaking staff.,staff,0
2937,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,1
2938,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,0
2939,My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,1
2940,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,-1
2941,"We all ate pasta entre'es, which were great.",pasta entre'es,1
2942,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,1
2943,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,-1
2944,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,0
2945,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,1
2946,The food was boring and expensive.,food,-1
2947,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,1
2948,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,1
2949,Terrific menu full of unique rolls and special dishes.,menu,1
2950,Terrific menu full of unique rolls and special dishes.,rolls,1
2951,Terrific menu full of unique rolls and special dishes.,dishes,1
2952,The service is ok but could be better.,service,-1
2953,"We love the food, drinks, and atmosphere!",food,1
2954,"We love the food, drinks, and atmosphere!",drinks,1
2955,"We love the food, drinks, and atmosphere!",atmosphere,1
2956,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,-1
2957,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,1
2958,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,0
2959,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,0
2960,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',-1
2961,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,0
2962,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,0
2963,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,0
2964,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,1
2965,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,1
2966,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,1
2967,"If the weather is nice, try to snag an outside table.",table,1
2968,"If you are looking for a good quality, cheap eats - this is the place.",quality,1
2969,The service was friendly and the atmosphere was casual.,service,1
2970,The service was friendly and the atmosphere was casual.,atmosphere,1
2971,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,0
2972,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,1
2973,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,1
2974,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,1
2975,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,1
2976,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,1
2977,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,0
2978,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,1
2979,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,1
2980,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,1
2981,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,0
2982,The service was excellent - friendly and attentive.,service,1
2983,"The main course had an average portion, and was decent overall.",main course,1
2984,"The main course had an average portion, and was decent overall.",portion,0
2985,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,-1
2986,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,1
2987,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,1
